Time	Sim Time	Solar Alt	Panel Eff	Port	Voltage	Current
05Nov21 16:54:50	 0.00hr	24.96	96.46	com23	30.16	 5.87
05Nov21 16:54:50	 0.00hr	24.96	96.46	com24	39.99	 0.00
05Nov21 16:54:50	 0.00hr	24.96	96.46	com25	40.00	 0.00
05Nov21 16:54:50	 0.00hr	24.96	96.46	com26	40.00	 0.00
05Nov21 16:54:50	 0.00hr	24.96	96.46	com27	40.00	 0.00
05Nov21 16:54:50	 0.00hr	24.96	96.46	com28	 1.97	 0.00
05Nov21 16:54:53	 0.00hr	24.95	96.46	com23	30.16	 5.87
05Nov21 16:54:53	 0.00hr	24.95	96.46	com24	39.99	 0.00
05Nov21 16:54:53	 0.00hr	24.95	96.46	com25	40.00	 0.00
05Nov21 16:54:53	 0.00hr	24.95	96.46	com26	40.01	 0.00
05Nov21 16:54:53	 0.00hr	24.95	96.46	com27	40.00	 0.00
05Nov21 16:54:53	 0.00hr	24.95	96.46	com28	 1.97	 0.00
05Nov21 16:54:55	 0.00hr	24.94	96.47	com23	30.16	 5.87
05Nov21 16:54:55	 0.00hr	24.94	96.47	com24	39.99	 0.00
05Nov21 16:54:55	 0.00hr	24.94	96.47	com25	40.00	 0.00
05Nov21 16:54:55	 0.00hr	24.94	96.47	com26	40.01	 0.00
05Nov21 16:54:55	 0.00hr	24.94	96.47	com27	40.00	 0.00
05Nov21 16:54:55	 0.00hr	24.94	96.47	com28	 1.97	 0.00
05Nov21 16:54:58	 0.00hr	24.94	96.47	com23	30.16	 5.87
05Nov21 16:54:58	 0.00hr	24.94	96.47	com24	39.99	 0.00
05Nov21 16:54:58	 0.00hr	24.94	96.47	com25	40.00	 0.00
05Nov21 16:54:58	 0.00hr	24.94	96.47	com26	40.01	 0.00
05Nov21 16:54:58	 0.00hr	24.94	96.47	com27	40.00	 0.00
05Nov21 16:54:58	 0.00hr	24.94	96.47	com28	 1.97	 0.00
05Nov21 16:55:01	 0.00hr	24.93	96.47	com23	30.16	 5.87
05Nov21 16:55:01	 0.00hr	24.93	96.47	com24	39.99	 0.00
05Nov21 16:55:01	 0.00hr	24.93	96.47	com25	40.00	 0.00
05Nov21 16:55:01	 0.00hr	24.93	96.47	com26	40.01	 0.00
05Nov21 16:55:01	 0.00hr	24.93	96.47	com27	40.00	 0.00
05Nov21 16:55:01	 0.00hr	24.93	96.47	com28	 1.97	 0.00
05Nov21 16:55:04	 0.00hr	24.92	96.47	com23	30.16	 5.87
05Nov21 16:55:04	 0.00hr	24.92	96.47	com24	39.99	 0.00
05Nov21 16:55:04	 0.00hr	24.92	96.47	com25	40.00	 0.00
05Nov21 16:55:04	 0.00hr	24.92	96.47	com26	40.01	 0.00
05Nov21 16:55:04	 0.00hr	24.92	96.47	com27	40.00	 0.00
05Nov21 16:55:04	 0.00hr	24.92	96.47	com28	 1.97	 0.00
05Nov21 16:55:06	 0.00hr	24.92	96.47	com23	30.16	 5.87
05Nov21 16:55:06	 0.00hr	24.92	96.47	com24	39.99	 0.00
05Nov21 16:55:06	 0.00hr	24.92	96.47	com25	40.00	 0.00
05Nov21 16:55:06	 0.00hr	24.92	96.47	com26	40.00	 0.00
05Nov21 16:55:06	 0.00hr	24.92	96.47	com27	40.00	 0.00
05Nov21 16:55:06	 0.00hr	24.92	96.47	com28	 1.97	 0.00
05Nov21 16:55:09	 0.01hr	24.91	96.47	com23	30.16	 5.87
05Nov21 16:55:09	 0.01hr	24.91	96.47	com24	39.99	 0.00
05Nov21 16:55:09	 0.01hr	24.91	96.47	com25	40.00	 0.00
05Nov21 16:55:09	 0.01hr	24.91	96.47	com26	40.00	 0.00
05Nov21 16:55:09	 0.01hr	24.91	96.47	com27	40.00	 0.00
05Nov21 16:55:09	 0.01hr	24.91	96.47	com28	 1.97	 0.00
05Nov21 16:55:12	 0.01hr	24.90	96.47	com23	30.16	 5.87
05Nov21 16:55:12	 0.01hr	24.90	96.47	com24	39.99	 0.00
05Nov21 16:55:12	 0.01hr	24.90	96.47	com25	40.00	 0.00
05Nov21 16:55:12	 0.01hr	24.90	96.47	com26	40.00	 0.00
05Nov21 16:55:12	 0.01hr	24.90	96.47	com27	40.00	 0.00
05Nov21 16:55:12	 0.01hr	24.90	96.47	com28	 1.97	 0.00
05Nov21 16:55:15	 0.01hr	24.89	96.47	com23	30.16	 5.87
05Nov21 16:55:15	 0.01hr	24.89	96.47	com24	39.99	 0.00
05Nov21 16:55:15	 0.01hr	24.89	96.47	com25	40.00	 0.00
05Nov21 16:55:15	 0.01hr	24.89	96.47	com26	40.00	 0.00
