Time	Sim Time	Solar Alt	Panel Eff	Port	Voltage	Current
09Nov21 12:49:02	 0.00hr	24.96	96.46	com23	40.00	 0.00
09Nov21 12:49:02	 0.00hr	24.96	96.46	com24	39.99	 0.00
09Nov21 12:49:02	 0.00hr	24.96	96.46	com25	40.00	 0.00
09Nov21 12:49:02	 0.00hr	24.96	96.46	com26	40.01	 0.00
09Nov21 12:49:02	 0.00hr	24.96	96.46	com27	40.00	 0.00
09Nov21 12:49:02	 0.00hr	24.96	96.46	com28	 1.96	 0.00
09Nov21 12:49:04	 0.00hr	24.95	96.46	com23	40.00	 0.00
09Nov21 12:49:04	 0.00hr	24.95	96.46	com24	39.99	 0.00
09Nov21 12:49:04	 0.00hr	24.95	96.46	com25	40.00	 0.00
09Nov21 12:49:04	 0.00hr	24.95	96.46	com26	40.01	 0.00
09Nov21 12:49:04	 0.00hr	24.95	96.46	com27	40.00	 0.00
09Nov21 12:49:04	 0.00hr	24.95	96.46	com28	 1.97	 0.00
09Nov21 12:49:07	 0.00hr	24.94	96.47	com23	40.00	 0.00
09Nov21 12:49:07	 0.00hr	24.94	96.47	com24	39.99	 0.00
09Nov21 12:49:07	 0.00hr	24.94	96.47	com25	40.00	 0.00
09Nov21 12:49:07	 0.00hr	24.94	96.47	com26	40.01	 0.00
09Nov21 12:49:07	 0.00hr	24.94	96.47	com27	40.00	 0.00
09Nov21 12:49:07	 0.00hr	24.94	96.47	com28	 1.97	 0.00
09Nov21 12:49:10	 0.00hr	24.94	96.47	com23	40.00	 0.00
09Nov21 12:49:10	 0.00hr	24.94	96.47	com24	39.99	 0.00
09Nov21 12:49:10	 0.00hr	24.94	96.47	com25	40.00	 0.00
09Nov21 12:49:10	 0.00hr	24.94	96.47	com26	40.01	 0.00
09Nov21 12:49:10	 0.00hr	24.94	96.47	com27	40.00	 0.00
09Nov21 12:49:10	 0.00hr	24.94	96.47	com28	 1.97	 0.00
09Nov21 12:49:13	 0.00hr	24.93	96.47	com23	40.00	 0.00
09Nov21 12:49:13	 0.00hr	24.93	96.47	com24	39.99	 0.00
09Nov21 12:49:13	 0.00hr	24.93	96.47	com25	40.00	 0.00
09Nov21 12:49:13	 0.00hr	24.93	96.47	com26	40.01	 0.00
09Nov21 12:49:13	 0.00hr	24.93	96.47	com27	40.00	 0.00
09Nov21 12:49:13	 0.00hr	24.93	96.47	com28	 1.97	 0.00
09Nov21 12:49:15	 0.00hr	24.92	96.47	com23	40.00	 0.00
09Nov21 12:49:15	 0.00hr	24.92	96.47	com24	39.99	 0.00
09Nov21 12:49:15	 0.00hr	24.92	96.47	com25	40.00	 0.00
09Nov21 12:49:15	 0.00hr	24.92	96.47	com26	40.01	 0.00
09Nov21 12:49:15	 0.00hr	24.92	96.47	com27	40.00	 0.00
09Nov21 12:49:15	 0.00hr	24.92	96.47	com28	 1.97	 0.00
09Nov21 12:49:18	 0.00hr	24.92	96.47	com23	40.00	 0.00
09Nov21 12:49:18	 0.00hr	24.92	96.47	com24	39.99	 0.00
09Nov21 12:49:18	 0.00hr	24.92	96.47	com25	40.00	 0.00
09Nov21 12:49:18	 0.00hr	24.92	96.47	com26	40.01	 0.00
09Nov21 12:49:18	 0.00hr	24.92	96.47	com27	40.00	 0.00
09Nov21 12:49:18	 0.00hr	24.92	96.47	com28	 1.97	 0.00
09Nov21 12:49:21	 0.01hr	24.91	96.47	com23	40.00	 0.00
09Nov21 12:49:21	 0.01hr	24.91	96.47	com24	39.99	 0.00
09Nov21 12:49:21	 0.01hr	24.91	96.47	com25	40.00	 0.00
09Nov21 12:49:21	 0.01hr	24.91	96.47	com26	40.01	 0.00
09Nov21 12:49:21	 0.01hr	24.91	96.47	com27	40.00	 0.00
09Nov21 12:49:21	 0.01hr	24.91	96.47	com28	 1.97	 0.00
09Nov21 12:49:24	 0.01hr	24.90	96.47	com23	40.00	 0.00
09Nov21 12:49:24	 0.01hr	24.90	96.47	com24	39.99	 0.00
09Nov21 12:49:24	 0.01hr	24.90	96.47	com25	40.00	 0.00
09Nov21 12:49:24	 0.01hr	24.90	96.47	com26	40.01	 0.00
