Time	Sim Time	Solar Alt	Panel Eff	Port	Voltage	Current
09Nov21 15:14:22	 0.00hr	24.96	96.46	com23	30.17	 5.87
09Nov21 15:14:22	 0.00hr	24.96	96.46	com24	39.98	 0.00
09Nov21 15:14:22	 0.00hr	24.96	96.46	com25	40.00	 0.00
09Nov21 15:14:22	 0.00hr	24.96	96.46	com26	40.00	 0.00
09Nov21 15:14:22	 0.00hr	24.96	96.46	com27	39.99	 0.00
09Nov21 15:14:22	 0.00hr	24.96	96.46	com28	40.00	 0.00
09Nov21 15:14:25	 0.00hr	24.95	96.46	com23	30.14	 5.71
09Nov21 15:14:25	 0.00hr	24.95	96.46	com24	39.99	 0.00
09Nov21 15:14:25	 0.00hr	24.95	96.46	com25	40.00	 0.00
09Nov21 15:14:25	 0.00hr	24.95	96.46	com26	40.00	 0.00
09Nov21 15:14:25	 0.00hr	24.95	96.46	com27	40.00	 0.00
09Nov21 15:14:25	 0.00hr	24.95	96.46	com28	40.01	 0.00
09Nov21 15:14:28	 0.00hr	24.94	96.47	com23	30.14	 5.71
09Nov21 15:14:28	 0.00hr	24.94	96.47	com24	39.99	 0.00
09Nov21 15:14:28	 0.00hr	24.94	96.47	com25	40.00	 0.00
09Nov21 15:14:28	 0.00hr	24.94	96.47	com26	40.00	 0.00
09Nov21 15:14:28	 0.00hr	24.94	96.47	com27	40.00	 0.00
09Nov21 15:14:28	 0.00hr	24.94	96.47	com28	40.01	 0.00
09Nov21 15:14:30	 0.00hr	24.94	96.47	com23	30.14	 5.71
09Nov21 15:14:30	 0.00hr	24.94	96.47	com24	39.99	 0.00
09Nov21 15:14:30	 0.00hr	24.94	96.47	com25	40.00	 0.00
09Nov21 15:14:30	 0.00hr	24.94	96.47	com26	40.00	 0.00
09Nov21 15:14:30	 0.00hr	24.94	96.47	com27	40.00	 0.00
09Nov21 15:14:30	 0.00hr	24.94	96.47	com28	40.01	 0.00
09Nov21 15:14:33	 0.00hr	24.93	96.47	com23	30.14	 5.71
09Nov21 15:14:33	 0.00hr	24.93	96.47	com24	39.99	 0.00
09Nov21 15:14:33	 0.00hr	24.93	96.47	com25	40.00	 0.00
09Nov21 15:14:33	 0.00hr	24.93	96.47	com26	40.00	 0.00
09Nov21 15:14:33	 0.00hr	24.93	96.47	com27	40.00	 0.00
09Nov21 15:14:33	 0.00hr	24.93	96.47	com28	40.01	 0.00
09Nov21 15:14:36	 0.00hr	24.92	96.47	com23	30.14	 5.71
09Nov21 15:14:36	 0.00hr	24.92	96.47	com24	39.99	 0.00
09Nov21 15:14:36	 0.00hr	24.92	96.47	com25	40.00	 0.00
09Nov21 15:14:36	 0.00hr	24.92	96.47	com26	40.00	 0.00
09Nov21 15:14:36	 0.00hr	24.92	96.47	com27	40.00	 0.00
09Nov21 15:14:36	 0.00hr	24.92	96.47	com28	40.01	 0.00
09Nov21 15:14:39	 0.00hr	24.92	96.47	com23	30.14	 5.71
09Nov21 15:14:39	 0.00hr	24.92	96.47	com24	39.99	 0.00
09Nov21 15:14:39	 0.00hr	24.92	96.47	com25	40.00	 0.00
09Nov21 15:14:39	 0.00hr	24.92	96.47	com26	40.00	 0.00
09Nov21 15:14:39	 0.00hr	24.92	96.47	com27	40.00	 0.00
09Nov21 15:14:39	 0.00hr	24.92	96.47	com28	40.01	 0.00
09Nov21 15:14:41	 0.01hr	24.91	96.47	com23	30.14	 5.71
09Nov21 15:14:41	 0.01hr	24.91	96.47	com24	39.99	 0.00
09Nov21 15:14:41	 0.01hr	24.91	96.47	com25	40.00	 0.00
09Nov21 15:14:41	 0.01hr	24.91	96.47	com26	40.00	 0.00
09Nov21 15:14:41	 0.01hr	24.91	96.47	com27	40.00	 0.00
09Nov21 15:14:41	 0.01hr	24.91	96.47	com28	40.01	 0.00
09Nov21 15:14:44	 0.01hr	24.90	96.47	com23	30.14	 5.71
09Nov21 15:14:44	 0.01hr	24.90	96.47	com24	39.99	 0.00
09Nov21 15:14:44	 0.01hr	24.90	96.47	com25	40.00	 0.00
09Nov21 15:14:44	 0.01hr	24.90	96.47	com26	40.00	 0.00
09Nov21 15:14:44	 0.01hr	24.90	96.47	com27	40.00	 0.00
09Nov21 15:14:44	 0.01hr	24.90	96.47	com28	40.01	 0.00
09Nov21 15:14:47	 0.01hr	24.89	96.47	com23	30.14	 5.71
09Nov21 15:14:47	 0.01hr	24.89	96.47	com24	39.99	 0.00
09Nov21 15:14:47	 0.01hr	24.89	96.47	com25	40.00	 0.00
09Nov21 15:14:47	 0.01hr	24.89	96.47	com26	40.00	 0.00
09Nov21 15:14:47	 0.01hr	24.89	96.47	com27	40.00	 0.00
09Nov21 15:14:47	 0.01hr	24.89	96.47	com28	40.01	 0.00
09Nov21 15:14:50	 0.01hr	24.89	96.47	com23	30.14	 5.71
09Nov21 15:14:50	 0.01hr	24.89	96.47	com24	39.99	 0.00
09Nov21 15:14:50	 0.01hr	24.89	96.47	com25	40.00	 0.00
09Nov21 15:14:50	 0.01hr	24.89	96.47	com26	40.00	 0.00
09Nov21 15:14:50	 0.01hr	24.89	96.47	com27	40.00	 0.00
09Nov21 15:14:50	 0.01hr	24.89	96.47	com28	40.01	 0.00
09Nov21 15:14:52	 0.01hr	24.88	96.47	com23	30.15	 5.71
09Nov21 15:14:52	 0.01hr	24.88	96.47	com24	39.99	 0.00
09Nov21 15:14:52	 0.01hr	24.88	96.47	com25	40.00	 0.00
09Nov21 15:14:52	 0.01hr	24.88	96.47	com26	40.00	 0.00
09Nov21 15:14:52	 0.01hr	24.88	96.47	com27	40.00	 0.00
09Nov21 15:14:52	 0.01hr	24.88	96.47	com28	40.01	 0.00
09Nov21 15:14:55	 0.01hr	24.87	96.47	com23	30.15	 5.71
09Nov21 15:14:55	 0.01hr	24.87	96.47	com24	39.99	 0.00
09Nov21 15:14:55	 0.01hr	24.87	96.47	com25	40.00	 0.00
09Nov21 15:14:55	 0.01hr	24.87	96.47	com26	40.00	 0.00
09Nov21 15:14:55	 0.01hr	24.87	96.47	com27	40.00	 0.00
09Nov21 15:14:55	 0.01hr	24.87	96.47	com28	40.01	 0.00
09Nov21 15:14:58	 0.01hr	24.87	96.47	com23	30.15	 5.71
09Nov21 15:14:58	 0.01hr	24.87	96.47	com24	39.99	 0.00
09Nov21 15:14:58	 0.01hr	24.87	96.47	com25	40.00	 0.00
09Nov21 15:14:58	 0.01hr	24.87	96.47	com26	40.00	 0.00
09Nov21 15:14:58	 0.01hr	24.87	96.47	com27	40.00	 0.00
