Time	Sim Time	Solar Alt	Panel Eff	Port	Voltage	Current
05Nov21 16:05:20	 0.00hr	24.96	96.46	com23	40.00	 0.00
05Nov21 16:05:20	 0.00hr	24.96	96.46	com24	39.98	 0.00
05Nov21 16:05:20	 0.00hr	24.96	96.46	com25	40.00	 0.00
05Nov21 16:05:20	 0.00hr	24.96	96.46	com26	40.00	 0.00
05Nov21 16:05:20	 0.00hr	24.96	96.46	com27	39.99	 0.00
05Nov21 16:05:20	 0.00hr	24.96	96.46	com28	 1.95	 0.00
05Nov21 16:05:22	 0.00hr	24.95	96.46	com23	40.00	 0.00
05Nov21 16:05:22	 0.00hr	24.95	96.46	com24	39.99	 0.00
05Nov21 16:05:22	 0.00hr	24.95	96.46	com25	40.00	 0.00
05Nov21 16:05:22	 0.00hr	24.95	96.46	com26	40.00	 0.00
05Nov21 16:05:22	 0.00hr	24.95	96.46	com27	40.00	 0.00
05Nov21 16:05:22	 0.00hr	24.95	96.46	com28	 1.98	 0.00
05Nov21 16:05:25	 0.00hr	24.94	96.47	com23	40.00	 0.00
05Nov21 16:05:25	 0.00hr	24.94	96.47	com24	39.99	 0.00
05Nov21 16:05:25	 0.00hr	24.94	96.47	com25	40.00	 0.00
05Nov21 16:05:25	 0.00hr	24.94	96.47	com26	40.00	 0.00
05Nov21 16:05:25	 0.00hr	24.94	96.47	com27	40.00	 0.00
05Nov21 16:05:25	 0.00hr	24.94	96.47	com28	 1.98	 0.00
05Nov21 16:05:28	 0.00hr	24.94	96.47	com23	40.00	 0.00
05Nov21 16:05:28	 0.00hr	24.94	96.47	com24	39.99	 0.00
05Nov21 16:05:28	 0.00hr	24.94	96.47	com25	40.00	 0.00
05Nov21 16:05:28	 0.00hr	24.94	96.47	com26	40.00	 0.00
05Nov21 16:05:28	 0.00hr	24.94	96.47	com27	40.00	 0.00
05Nov21 16:05:28	 0.00hr	24.94	96.47	com28	 1.97	 0.00
05Nov21 16:05:31	 0.00hr	24.93	96.47	com23	40.00	 0.00
05Nov21 16:05:31	 0.00hr	24.93	96.47	com24	39.99	 0.00
05Nov21 16:05:31	 0.00hr	24.93	96.47	com25	40.00	 0.00
05Nov21 16:05:31	 0.00hr	24.93	96.47	com26	40.00	 0.00
05Nov21 16:05:31	 0.00hr	24.93	96.47	com27	40.00	 0.00
05Nov21 16:05:31	 0.00hr	24.93	96.47	com28	 1.98	 0.00
05Nov21 16:05:34	 0.00hr	24.92	96.47	com23	40.00	 0.00
05Nov21 16:05:34	 0.00hr	24.92	96.47	com24	39.99	 0.00
05Nov21 16:05:34	 0.00hr	24.92	96.47	com25	40.00	 0.00
05Nov21 16:05:34	 0.00hr	24.92	96.47	com26	40.00	 0.00
05Nov21 16:05:34	 0.00hr	24.92	96.47	com27	40.00	 0.00
05Nov21 16:05:34	 0.00hr	24.92	96.47	com28	 1.98	 0.00
05Nov21 16:05:36	 0.00hr	24.92	96.47	com23	40.00	 0.00
05Nov21 16:05:36	 0.00hr	24.92	96.47	com24	39.99	 0.00
05Nov21 16:05:36	 0.00hr	24.92	96.47	com25	40.00	 0.00
05Nov21 16:05:36	 0.00hr	24.92	96.47	com26	40.00	 0.00
05Nov21 16:05:36	 0.00hr	24.92	96.47	com27	40.00	 0.00
05Nov21 16:05:36	 0.00hr	24.92	96.47	com28	 1.98	 0.00
05Nov21 16:05:39	 0.01hr	24.91	96.47	com23	40.00	 0.00
05Nov21 16:05:39	 0.01hr	24.91	96.47	com24	39.99	 0.00
05Nov21 16:05:39	 0.01hr	24.91	96.47	com25	40.00	 0.00
05Nov21 16:05:39	 0.01hr	24.91	96.47	com26	40.00	 0.00
05Nov21 16:05:39	 0.01hr	24.91	96.47	com27	39.99	 0.00
05Nov21 16:05:39	 0.01hr	24.91	96.47	com28	 1.97	 0.00
05Nov21 16:05:42	 0.01hr	24.90	96.47	com23	40.00	 0.00
05Nov21 16:05:42	 0.01hr	24.90	96.47	com24	39.99	 0.00
05Nov21 16:05:42	 0.01hr	24.90	96.47	com25	40.00	 0.00
05Nov21 16:05:42	 0.01hr	24.90	96.47	com26	40.00	 0.00
05Nov21 16:05:42	 0.01hr	24.90	96.47	com27	40.00	 0.00
05Nov21 16:05:42	 0.01hr	24.90	96.47	com28	 1.98	 0.00
05Nov21 16:05:45	 0.01hr	24.89	96.47	com23	40.00	 0.00
05Nov21 16:05:45	 0.01hr	24.89	96.47	com24	39.98	 0.00
05Nov21 16:05:45	 0.01hr	24.89	96.47	com25	40.00	 0.00
05Nov21 16:05:45	 0.01hr	24.89	96.47	com26	40.00	 0.00
05Nov21 16:05:45	 0.01hr	24.89	96.47	com27	40.00	 0.00
05Nov21 16:05:45	 0.01hr	24.89	96.47	com28	 1.98	 0.00
05Nov21 16:05:47	 0.01hr	24.89	96.47	com23	40.00	 0.00
05Nov21 16:05:47	 0.01hr	24.89	96.47	com24	39.99	 0.00
05Nov21 16:05:47	 0.01hr	24.89	96.47	com25	40.00	 0.00
05Nov21 16:05:47	 0.01hr	24.89	96.47	com26	40.00	 0.00
05Nov21 16:05:47	 0.01hr	24.89	96.47	com27	40.00	 0.00
05Nov21 16:05:47	 0.01hr	24.89	96.47	com28	 1.98	 0.00
05Nov21 16:05:50	 0.01hr	24.88	96.47	com23	40.00	 0.00
05Nov21 16:05:50	 0.01hr	24.88	96.47	com24	39.99	 0.00
05Nov21 16:05:50	 0.01hr	24.88	96.47	com25	40.00	 0.00
05Nov21 16:05:50	 0.01hr	24.88	96.47	com26	40.00	 0.00
05Nov21 16:05:50	 0.01hr	24.88	96.47	com27	39.99	 0.00
05Nov21 16:05:50	 0.01hr	24.88	96.47	com28	 1.98	 0.00
05Nov21 16:05:53	 0.01hr	24.87	96.47	com23	40.00	 0.00
05Nov21 16:05:53	 0.01hr	24.87	96.47	com24	39.99	 0.00
05Nov21 16:05:53	 0.01hr	24.87	96.47	com25	40.00	 0.00
05Nov21 16:05:53	 0.01hr	24.87	96.47	com26	40.00	 0.00
05Nov21 16:05:53	 0.01hr	24.87	96.47	com27	40.00	 0.00
05Nov21 16:05:53	 0.01hr	24.87	96.47	com28	 1.98	 0.00
05Nov21 16:05:56	 0.01hr	24.87	96.47	com23	40.00	 0.00
05Nov21 16:05:56	 0.01hr	24.87	96.47	com24	39.98	 0.00
05Nov21 16:05:56	 0.01hr	24.87	96.47	com25	40.00	 0.00
05Nov21 16:05:56	 0.01hr	24.87	96.47	com26	40.00	 0.00
05Nov21 16:05:56	 0.01hr	24.87	96.47	com27	40.00	 0.00
05Nov21 16:05:56	 0.01hr	24.87	96.47	com28	 1.98	 0.00
05Nov21 16:05:58	 0.01hr	24.86	96.47	com23	40.00	 0.00
05Nov21 16:05:58	 0.01hr	24.86	96.47	com24	39.99	 0.00
05Nov21 16:05:58	 0.01hr	24.86	96.47	com25	40.00	 0.00
05Nov21 16:05:58	 0.01hr	24.86	96.47	com26	40.00	 0.00
05Nov21 16:05:58	 0.01hr	24.86	96.47	com27	40.00	 0.00
05Nov21 16:05:58	 0.01hr	24.86	96.47	com28	 1.98	 0.00
05Nov21 16:06:01	 0.01hr	24.85	96.47	com23	40.00	 0.00
05Nov21 16:06:01	 0.01hr	24.85	96.47	com24	39.99	 0.00
05Nov21 16:06:01	 0.01hr	24.85	96.47	com25	40.00	 0.00
05Nov21 16:06:01	 0.01hr	24.85	96.47	com26	40.00	 0.00
05Nov21 16:06:01	 0.01hr	24.85	96.47	com27	40.00	 0.00
05Nov21 16:06:01	 0.01hr	24.85	96.47	com28	 1.98	 0.00
05Nov21 16:06:04	 0.01hr	24.84	96.47	com23	40.00	 0.00
05Nov21 16:06:04	 0.01hr	24.84	96.47	com24	39.99	 0.00
05Nov21 16:06:04	 0.01hr	24.84	96.47	com25	40.00	 0.00
05Nov21 16:06:04	 0.01hr	24.84	96.47	com26	40.00	 0.00
05Nov21 16:06:04	 0.01hr	24.84	96.47	com27	40.00	 0.00
05Nov21 16:06:04	 0.01hr	24.84	96.47	com28	 1.97	 0.00
05Nov21 16:06:07	 0.01hr	24.84	96.47	com23	40.00	 0.00
05Nov21 16:06:07	 0.01hr	24.84	96.47	com24	39.99	 0.00
05Nov21 16:06:07	 0.01hr	24.84	96.47	com25	40.00	 0.00
05Nov21 16:06:07	 0.01hr	24.84	96.47	com26	40.00	 0.00
05Nov21 16:06:07	 0.01hr	24.84	96.47	com27	40.00	 0.00
05Nov21 16:06:07	 0.01hr	24.84	96.47	com28	 1.97	 0.00
05Nov21 16:06:09	 0.01hr	24.83	96.47	com23	40.00	 0.00
05Nov21 16:06:09	 0.01hr	24.83	96.47	com24	39.99	 0.00
05Nov21 16:06:09	 0.01hr	24.83	96.47	com25	40.00	 0.00
05Nov21 16:06:09	 0.01hr	24.83	96.47	com26	40.00	 0.00
05Nov21 16:06:09	 0.01hr	24.83	96.47	com27	40.00	 0.00
05Nov21 16:06:09	 0.01hr	24.83	96.47	com28	 1.97	 0.00
05Nov21 16:06:12	 0.01hr	24.82	96.48	com23	40.00	 0.00
05Nov21 16:06:12	 0.01hr	24.82	96.48	com24	39.99	 0.00
05Nov21 16:06:12	 0.01hr	24.82	96.48	com25	40.00	 0.00
05Nov21 16:06:12	 0.01hr	24.82	96.48	com26	40.00	 0.00
05Nov21 16:06:12	 0.01hr	24.82	96.48	com27	40.00	 0.00
05Nov21 16:06:12	 0.01hr	24.82	96.48	com28	 1.97	 0.00
05Nov21 16:06:15	 0.02hr	24.82	96.48	com23	40.00	 0.00
05Nov21 16:06:15	 0.02hr	24.82	96.48	com24	39.98	 0.00
05Nov21 16:06:15	 0.02hr	24.82	96.48	com25	40.00	 0.00
