Time	Sim Time	ID	Voltage	Bat Temp[C]	HeatSink Temp[C]	Status	SOC	Current
09Nov21 14:07:40	 0.01hr	0008	28.743	023	024	0001	090	+4.274
09Nov21 14:07:42	 0.01hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:07:42	 0.01hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:07:45	 0.01hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:07:45	 0.01hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:07:48	 0.01hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:07:48	 0.01hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:07:51	 0.01hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:07:51	 0.01hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:07:53	 0.02hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:07:53	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:07:56	 0.02hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:07:56	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:07:59	 0.02hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:07:59	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:02	 0.02hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:02	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:04	 0.02hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:04	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:07	 0.02hr	0009	28.761	022	023	0000	098	+0.357
09Nov21 14:08:07	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:10	 0.02hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:10	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:13	 0.02hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:13	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:15	 0.02hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:15	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:18	 0.02hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:18	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:21	 0.02hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:21	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:23	 0.02hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:23	 0.02hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:26	 0.02hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:08:26	 0.02hr	0008	28.743	023	024	0001	090	+4.157
09Nov21 14:08:29	 0.03hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:29	 0.03hr	0008	28.743	023	024	0001	090	+4.157
09Nov21 14:08:32	 0.03hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:32	 0.03hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:35	 0.03hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:35	 0.03hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:37	 0.03hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:37	 0.03hr	0008	28.743	023	024	0001	090	+4.157
09Nov21 14:08:40	 0.03hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:08:40	 0.03hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:43	 0.03hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:08:43	 0.03hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:45	 0.03hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:08:45	 0.03hr	0008	28.743	023	024	0001	090	+4.274
09Nov21 14:08:48	 0.03hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:08:48	 0.03hr	0008	28.743	023	024	0001	090	+4.215
09Nov21 14:08:51	 0.03hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:08:51	 0.03hr	0008	28.743	023	024	0001	090	+4.157
09Nov21 14:08:54	 0.03hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:08:54	 0.03hr	0008	28.743	023	024	0000	100	+4.157
09Nov21 14:08:57	 0.03hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:08:57	 0.03hr	0008	28.743	023	024	0000	100	+4.098
09Nov21 14:08:59	 0.03hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:08:59	 0.03hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:02	 0.03hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:02	 0.03hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:09:05	 0.04hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:09:05	 0.04hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:09:08	 0.04hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:09:08	 0.04hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:09:10	 0.04hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:10	 0.04hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:13	 0.04hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:09:13	 0.04hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:09:16	 0.04hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:16	 0.04hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:19	 0.04hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:09:19	 0.04hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:09:21	 0.04hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:21	 0.04hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:09:24	 0.04hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:24	 0.04hr	0008	28.761	023	024	0001	100	+4.157
09Nov21 14:09:27	 0.04hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:09:27	 0.04hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:30	 0.04hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:30	 0.04hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:32	 0.04hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:32	 0.04hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:35	 0.04hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:35	 0.04hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:09:38	 0.04hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:38	 0.04hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:41	 0.05hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:41	 0.05hr	0008	28.761	023	024	0001	100	+4.157
09Nov21 14:09:43	 0.05hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:09:43	 0.05hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:46	 0.05hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:46	 0.05hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:49	 0.05hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:09:49	 0.05hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:52	 0.05hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:52	 0.05hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:54	 0.05hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:09:54	 0.05hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:09:57	 0.05hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:09:57	 0.05hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:10:00	 0.05hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:00	 0.05hr	0008	28.761	023	024	0001	100	+4.215
09Nov21 14:10:03	 0.05hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:03	 0.05hr	0008	28.761	023	024	0001	100	+4.215
09Nov21 14:10:05	 0.05hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:10:05	 0.05hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:10:08	 0.05hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:10:08	 0.05hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:10:11	 0.05hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:11	 0.05hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:10:14	 0.05hr	0009	28.761	022	023	0000	098	+0.417
09Nov21 14:10:14	 0.05hr	0008	28.761	023	024	0001	100	+4.157
09Nov21 14:10:16	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:16	 0.06hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:10:19	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:19	 0.06hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:10:22	 0.06hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:10:22	 0.06hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:10:25	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:25	 0.06hr	0008	28.761	023	024	0001	100	+4.157
09Nov21 14:10:27	 0.06hr	0009	28.779	022	023	0000	098	+0.357
09Nov21 14:10:27	 0.06hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:10:30	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:30	 0.06hr	0008	28.743	023	024	0001	100	+4.215
09Nov21 14:10:33	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:33	 0.06hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:10:36	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:36	 0.06hr	0008	28.761	023	024	0001	100	+4.157
09Nov21 14:10:38	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:38	 0.06hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:10:41	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:41	 0.06hr	0008	28.761	023	024	0001	100	+4.157
09Nov21 14:10:44	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:44	 0.06hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:10:47	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:47	 0.06hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:10:49	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:49	 0.06hr	0008	28.761	023	024	0001	100	+4.157
09Nov21 14:10:52	 0.06hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:52	 0.06hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:10:55	 0.07hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:10:55	 0.07hr	0008	28.743	024	024	0001	100	+4.157
09Nov21 14:10:57	 0.07hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:10:57	 0.07hr	0008	28.743	023	024	0001	100	+4.157
09Nov21 14:11:00	 0.07hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:11:00	 0.07hr	0008	28.761	023	024	0001	100	+4.098
09Nov21 14:11:03	 0.07hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:11:03	 0.07hr	0008	28.761	024	024	0001	100	+4.157
09Nov21 14:11:06	 0.07hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:06	 0.07hr	0008	28.761	023	024	0001	100	+4.157
09Nov21 14:11:08	 0.07hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:08	 0.07hr	0008	28.761	024	024	0001	100	+4.157
09Nov21 14:11:11	 0.07hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:11:11	 0.07hr	0008	28.761	023	024	0001	100	+4.098
09Nov21 14:11:14	 0.07hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:14	 0.07hr	0008	28.743	024	024	0001	100	+4.157
09Nov21 14:11:17	 0.07hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:11:17	 0.07hr	0008	28.743	024	024	0001	100	+4.157
09Nov21 14:11:19	 0.07hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:11:19	 0.07hr	0008	28.761	024	024	0001	100	+4.157
09Nov21 14:11:22	 0.07hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:22	 0.07hr	0008	28.743	024	024	0001	100	+4.157
09Nov21 14:11:25	 0.07hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:25	 0.07hr	0008	28.761	024	024	0001	100	+4.157
09Nov21 14:11:28	 0.07hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:11:28	 0.07hr	0008	28.743	024	024	0001	100	+4.157
09Nov21 14:11:30	 0.08hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:11:30	 0.08hr	0008	28.743	024	024	0001	100	+4.098
09Nov21 14:11:33	 0.08hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:33	 0.08hr	0008	28.743	024	024	0001	100	+4.157
09Nov21 14:11:36	 0.08hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:36	 0.08hr	0008	28.743	024	024	0001	100	+4.098
09Nov21 14:11:39	 0.08hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:39	 0.08hr	0008	28.761	024	024	0001	100	+4.157
09Nov21 14:11:41	 0.08hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:41	 0.08hr	0008	28.743	024	024	0001	100	+4.157
09Nov21 14:11:44	 0.08hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:44	 0.08hr	0008	28.743	024	024	0001	100	+4.157
09Nov21 14:11:47	 0.08hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:47	 0.08hr	0008	28.743	024	024	0001	100	+4.157
09Nov21 14:11:50	 0.08hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:11:50	 0.08hr	0008	28.761	024	024	0001	100	+4.098
09Nov21 14:11:52	 0.08hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:11:52	 0.08hr	0008	28.743	024	024	0001	100	+4.098
09Nov21 14:11:55	 0.08hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:11:55	 0.08hr	A0008	28.761	024	024	0001	100	+4.157
09Nov21 14:11:58	 0.08hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:11:58	 0.08hr	0008	28.743	024	024	0001	100	+4.157
09Nov21 14:12:01	 0.08hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:12:01	 0.08hr	ADC: I 4.098 BT 24 B 28.760008	28.743	024	024	0001	100	+4.157
09Nov21 14:12:03	 0.08hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:03	 0.08hr	00080008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:06	 0.09hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:12:06	 0.09hr	0008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:09	 0.09hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:09	 0.09hr	0008	28.743	024	024	0001	100	+4.098
09Nov21 14:12:12	 0.09hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:12:12	 0.09hr	0008	28.743	024	024	0001	100	+4.098
09Nov21 14:12:14	 0.09hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:12:14	 0.09hr	ADC: I 4.090008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:17	 0.09hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:17	 0.09hr	0008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:20	 0.09hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:20	 0.09hr	0008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:23	 0.09hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:23	 0.09hr	0008	28.761	024	024	0001	100	+4.157
09Nov21 14:12:25	 0.09hr	ADC: I 0.476 BT 22 B 28.770009	28.779	022	023	0000	098	+0.417
09Nov21 14:12:25	 0.09hr	0008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:28	 0.09hr	ADC: I 0.417 B0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:28	 0.09hr	0008	28.761	024	024	0001	100	+4.040
09Nov21 14:12:31	 0.09hr	ADC: I 0.476 BT 22 B 28.770009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:31	 0.09hr	ADC: I 4.040 BT 24 B 28.761 L 28.743 0008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:34	 0.09hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:34	 0.09hr	0008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:36	 0.09hr	0009	28.779	022	023	0000	098	+0.417
09Nov21 14:12:36	 0.09hr	ADC: I 4.040 BT 24 B 28.760008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:39	 0.09hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:39	 0.09hr	ADC: I 4.040 BT 24 B 28.760008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:42	 0.10hr	AD0009	28.779	022	023	0000	098	+0.536
09Nov21 14:12:42	 0.10hr	0008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:45	 0.10hr	ADC: I 0.476 BT 22 B 28.770009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:45	 0.10hr	0008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:47	 0.10hr	ADC: I 0.476 BT 22 B 28.770009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:47	 0.10hr	ADC: I 4.040 BT 24 B 28.760008	28.761	024	024	0001	100	+4.098
09Nov21 14:12:50	 0.10hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:50	 0.10hr	ADC: I 4.040 BT 25 B 28.760008	28.779	024	024	0001	100	+4.040
09Nov21 14:12:53	 0.10hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:53	 0.10hr	Start ChgComp0008	28.761	025	024	0001	100	+4.040
09Nov21 14:12:56	 0.10hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:56	 0.10hr	ADC: I 4.040 BT 25 B 28.760008	28.761	025	024	0001	100	+4.040
09Nov21 14:12:58	 0.10hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:12:58	 0.10hr	0008	28.761	025	024	0001	100	+4.040
09Nov21 14:13:01	 0.10hr	00009	28.779	022	023	0000	098	+0.476
09Nov21 14:13:01	 0.10hr	0008	28.761	025	024	0001	100	+4.040
09Nov21 14:13:04	 0.10hr	ADC: I 0.476 BT 22 B 28.770009	28.779	022	023	0000	098	+0.476
09Nov21 14:13:04	 0.10hr	ADC: I 4.040008	28.761	025	024	0001	100	+4.098
09Nov21 14:13:07	 0.10hr	00009	28.779	022	023	0000	098	+0.476
09Nov21 14:13:07	 0.10hr	ADC: I 4.098 BT 25 B 28.760008	28.761	025	024	0001	100	+4.040
09Nov21 14:13:09	 0.10hr	0009	28.779	022	023	0000	098	+0.476
09Nov21 14:13:09	 0.10hr	Start ChgComp0008	28.761	025	024	0001	100	+4.098
09Nov21 14:13:12	 0.10hr	00009	28.779	022	023	0000	098	+0.536
09Nov21 14:13:12	 0.10hr	0008	28.761	025	024	0001	100	+4.040
09Nov21 14:13:15	 0.10hr	0009	28.779	022	023	0000	098	+0.536
09Nov21 14:13:15	 0.10hr	0008	28.761	025	024	0001	100	+4.040
09Nov21 14:13:18	 0.11hr	00009	28.779	022	023	0000	098	+0.476
09Nov21 14:13:18	 0.11hr	0008	28.761	025	024	0001	100	+4.040
09Nov21 14:13:20	 0.11hr	ADC: I 0.536 BT 22 B 28.770009	28.779	022	023	0000	098	+0.536
09Nov21 14:13:20	 0.11hr	ADC: I 4.098 BT 25 B 28.761 L 28.761 0008	28.761	025	024	0001	100	+4.040
09Nov21 14:13:23	 0.11hr	ADC: I 0.476 B0009	28.779	022	023	0000	098	+0.536
09Nov21 14:13:23	 0.11hr	0008	28.761	025	024	0001	100	+4.040
09Nov21 14:13:26	 0.11hr	ADC: I 0.536 BT 22 B 28.770009	28.779	022	023	0000	098	+0.536
09Nov21 14:13:26	 0.11hr	0008	28.779	025	024	0001	100	+4.040
09Nov21 14:13:29	 0.11hr	0009	28.779	022	023	0000	098	+0.536
09Nov21 14:13:29	 0.11hr	0008	28.779	025	024	0001	100	+4.098
09Nov21 14:13:31	 0.11hr	0009	28.779	022	023	0000	098	+0.595
09Nov21 14:13:31	 0.11hr	0008	28.779	025	024	0001	100	+4.040
09Nov21 14:13:34	 0.11hr	0009	28.779	022	023	0000	098	+0.595
09Nov21 14:13:34	 0.11hr	0008	28.761	025	024	0001	100	+3.981
09Nov21 14:13:37	 0.11hr	AD0009	28.779	022	023	0000	098	+0.536
09Nov21 14:13:37	 0.11hr	0008	28.779	025	024	0001	100	+3.981
09Nov21 14:13:40	 0.11hr	ADC: I 0.595 BT 22 B 28.770009	28.779	022	023	0000	098	+0.536
09Nov21 14:13:40	 0.11hr	0008	28.761	025	024	0001	100	+3.981
09Nov21 14:13:42	 0.11hr	0009	28.779	022	023	0000	098	+0.536
09Nov21 14:13:42	 0.11hr	0008	28.779	025	024	0001	100	+4.040
09Nov21 14:13:45	 0.11hr	0009	28.779	022	023	0000	098	+0.536
09Nov21 14:13:45	 0.11hr	0008	28.779	025	024	0001	100	+3.981
09Nov21 14:13:48	 0.11hr	0009	28.779	022	023	0000	098	+0.536
09Nov21 14:13:48	 0.11hr	0008	28.779	025	024	0001	100	+3.981
09Nov21 14:13:51	 0.11hr	ADC: I 0.536 BT 22 B 28.779 L 28.546 H 20009	28.779	022	023	0000	098	+0.595
09Nov21 14:13:51	 0.11hr	0008	28.779	025	024	0001	100	+4.040
09Nov21 14:13:53	 0.12hr	ADC: I 0.595 BT 22 B 28.770009	28.779	022	023	0000	098	+0.595
09Nov21 14:13:53	 0.12hr	0008	28.761	025	025	0001	100	+3.981
09Nov21 14:13:56	 0.12hr	0009	28.779	022	023	0000	098	+0.595
09Nov21 14:13:56	 0.12hr	0008	28.779	025	024	0001	100	+4.040
09Nov21 14:13:59	 0.12hr	ADC: I 0.595 BT 22 B 28.770009	28.779	022	023	0000	098	+0.595
09Nov21 14:13:59	 0.12hr	0008	28.779	025	024	0001	100	+3.981
09Nov21 14:14:02	 0.12hr	0009	28.779	022	023	0000	098	+0.536
09Nov21 14:14:02	 0.12hr	0008	28.779	025	024	0001	100	+4.040
09Nov21 14:14:04	 0.12hr	00009	28.779	022	023	0000	098	+0.595
09Nov21 14:14:04	 0.12hr	0008	28.779	025	024	0001	100	+3.981
09Nov21 14:14:07	 0.12hr	0009	28.779	022	023	0000	098	+0.536
09Nov21 14:14:07	 0.12hr	0008	28.779	025	024	0001	100	+3.981
09Nov21 14:14:10	 0.12hr	00009	28.779	022	023	0000	098	+0.536
09Nov21 14:14:10	 0.12hr	ADC: I 4.040 BT 250008	28.761	025	024	0001	100	+3.981
09Nov21 14:14:13	 0.12hr	0009	28.779	022	023	0000	098	+0.595
09Nov21 14:14:13	 0.12hr	ADC: I 3.981 BT 25 B 28.760008	28.779	025	025	0001	100	+3.981
09Nov21 14:14:15	 0.12hr	0009	28.779	022	023	0000	098	+0.536
09Nov21 14:14:15	 0.12hr	0008	28.761	025	024	0001	100	+4.040
09Nov21 14:14:18	 0.12hr	0009	28.779	022	023	0000	098	+0.536
09Nov21 14:14:18	 0.12hr	0008	28.779	025	025	0001	100	+4.040
09Nov21 14:14:21	 0.12hr	0009	28.779	022	023	0000	098	+0.655
09Nov21 14:14:21	 0.12hr	0008	28.779	025	024	0001	100	+4.040
09Nov21 14:14:24	 0.12hr	0009	28.779	022	023	0000	098	+0.595
09Nov21 14:14:24	 0.12hr	0008	28.779	025	024	0001	100	+3.981
09Nov21 14:14:26	 0.12hr	0009	28.779	022	023	0000	098	+0.595
09Nov21 14:14:26	 0.12hr	0008	28.779	025	024	0001	100	+3.981
09Nov21 14:14:29	 0.13hr	0009	28.779	022	023	0000	098	+0.595
09Nov21 14:14:29	 0.13hr	0008	28.779	025	024	0001	100	+3.981
09Nov21 14:14:32	 0.13hr	St0009	28.779	022	023	0000	098	+0.595
09Nov21 14:14:32	 0.13hr	0008	28.779	025	024	0001	100	+3.981
09Nov21 14:14:35	 0.13hr	ADC: I 0.595 BT 22 B 28.770009	28.779	022	023	0000	098	+0.595
09Nov21 14:14:35	 0.13hr	ADC: I 3.981 BT 25 B 280008	28.779	025	024	0001	100	+4.040
