Time	Sim Time	Solar Alt	Panel Eff	Port	Voltage	Current
05Nov21 16:53:04	 0.00hr	24.96	96.46	com23	40.00	 0.00
05Nov21 16:53:04	 0.00hr	24.96	96.46	com24	39.99	 0.00
05Nov21 16:53:04	 0.00hr	24.96	96.46	com25	39.99	 0.00
05Nov21 16:53:04	 0.00hr	24.96	96.46	com26	40.00	 0.00
05Nov21 16:53:04	 0.00hr	24.96	96.46	com27	39.99	 0.00
05Nov21 16:53:04	 0.00hr	24.96	96.46	com28	 1.97	 0.00
05Nov21 16:53:07	 0.00hr	24.95	96.46	com23	40.00	 0.00
05Nov21 16:53:07	 0.00hr	24.95	96.46	com24	39.99	 0.00
05Nov21 16:53:07	 0.00hr	24.95	96.46	com25	40.00	 0.00
05Nov21 16:53:07	 0.00hr	24.95	96.46	com26	40.01	 0.00
05Nov21 16:53:07	 0.00hr	24.95	96.46	com27	40.00	 0.00
05Nov21 16:53:07	 0.00hr	24.95	96.46	com28	 1.97	 0.00
05Nov21 16:53:09	 0.00hr	24.94	96.47	com23	40.00	 0.00
05Nov21 16:53:09	 0.00hr	24.94	96.47	com24	39.99	 0.00
05Nov21 16:53:09	 0.00hr	24.94	96.47	com25	40.00	 0.00
05Nov21 16:53:09	 0.00hr	24.94	96.47	com26	40.01	 0.00
05Nov21 16:53:09	 0.00hr	24.94	96.47	com27	40.00	 0.00
05Nov21 16:53:09	 0.00hr	24.94	96.47	com28	 1.97	 0.00
05Nov21 16:53:12	 0.00hr	24.94	96.47	com23	40.00	 0.00
05Nov21 16:53:12	 0.00hr	24.94	96.47	com24	39.99	 0.00
05Nov21 16:53:12	 0.00hr	24.94	96.47	com25	40.00	 0.00
05Nov21 16:53:12	 0.00hr	24.94	96.47	com26	40.01	 0.00
05Nov21 16:53:12	 0.00hr	24.94	96.47	com27	40.00	 0.00
05Nov21 16:53:12	 0.00hr	24.94	96.47	com28	 1.97	 0.00
05Nov21 16:53:15	 0.00hr	24.93	96.47	com23	40.00	 0.00
05Nov21 16:53:15	 0.00hr	24.93	96.47	com24	39.99	 0.00
05Nov21 16:53:15	 0.00hr	24.93	96.47	com25	40.00	 0.00
05Nov21 16:53:15	 0.00hr	24.93	96.47	com26	40.01	 0.00
05Nov21 16:53:15	 0.00hr	24.93	96.47	com27	40.00	 0.00
05Nov21 16:53:15	 0.00hr	24.93	96.47	com28	 1.97	 0.00
