Time	Sim Time	Solar Alt	Panel Eff	Port	Voltage	Current
09Nov21 13:48:28	 0.00hr	24.96	96.46	com23	40.00	 0.00
09Nov21 13:48:28	 0.00hr	24.96	96.46	com24	39.99	 0.00
09Nov21 13:48:28	 0.00hr	24.96	96.46	com25	40.00	 0.00
09Nov21 13:48:28	 0.00hr	24.96	96.46	com26	40.01	 0.00
09Nov21 13:48:28	 0.00hr	24.96	96.46	com27	40.00	 0.00
09Nov21 13:48:28	 0.00hr	24.96	96.46	com28	 1.97	 0.00
Time	Sim Time	Solar Alt	Panel Eff	Port	Voltage	Current
09Nov21 13:48:55	 0.00hr	24.96	96.46	com23	40.00	 0.00
09Nov21 13:48:55	 0.00hr	24.96	96.46	com24	39.99	 0.00
09Nov21 13:48:55	 0.00hr	24.96	96.46	com25	40.00	 0.00
09Nov21 13:48:55	 0.00hr	24.96	96.46	com26	40.01	 0.00
09Nov21 13:48:55	 0.00hr	24.96	96.46	com27	40.00	 0.00
09Nov21 13:48:55	 0.00hr	24.96	96.46	com28	 1.97	 0.00
09Nov21 13:48:58	 0.00hr	24.95	96.46	com23	40.00	 0.00
09Nov21 13:48:58	 0.00hr	24.95	96.46	com24	39.99	 0.00
09Nov21 13:48:58	 0.00hr	24.95	96.46	com25	40.00	 0.00
09Nov21 13:48:58	 0.00hr	24.95	96.46	com26	40.01	 0.00
09Nov21 13:48:58	 0.00hr	24.95	96.46	com27	40.00	 0.00
09Nov21 13:48:58	 0.00hr	24.95	96.46	com28	 1.97	 0.00
09Nov21 13:49:00	 0.00hr	24.94	96.47	com23	40.00	 0.00
09Nov21 13:49:00	 0.00hr	24.94	96.47	com24	39.99	 0.00
09Nov21 13:49:00	 0.00hr	24.94	96.47	com25	40.00	 0.00
09Nov21 13:49:00	 0.00hr	24.94	96.47	com26	40.01	 0.00
09Nov21 13:49:00	 0.00hr	24.94	96.47	com27	40.00	 0.00
09Nov21 13:49:00	 0.00hr	24.94	96.47	com28	 1.97	 0.00
09Nov21 13:49:03	 0.00hr	24.94	96.47	com23	40.00	 0.00
09Nov21 13:49:03	 0.00hr	24.94	96.47	com24	39.99	 0.00
09Nov21 13:49:03	 0.00hr	24.94	96.47	com25	40.00	 0.00
09Nov21 13:49:03	 0.00hr	24.94	96.47	com26	40.01	 0.00
09Nov21 13:49:03	 0.00hr	24.94	96.47	com27	40.00	 0.00
09Nov21 13:49:03	 0.00hr	24.94	96.47	com28	 1.97	 0.00
09Nov21 13:49:06	 0.00hr	24.93	96.47	com23	40.00	 0.00
09Nov21 13:49:06	 0.00hr	24.93	96.47	com24	39.99	 0.00
09Nov21 13:49:06	 0.00hr	24.93	96.47	com25	40.00	 0.00
09Nov21 13:49:06	 0.00hr	24.93	96.47	com26	40.01	 0.00
09Nov21 13:49:06	 0.00hr	24.93	96.47	com27	40.00	 0.00
09Nov21 13:49:06	 0.00hr	24.93	96.47	com28	 1.97	 0.00
09Nov21 13:49:09	 0.00hr	24.92	96.47	com23	40.00	 0.00
09Nov21 13:49:09	 0.00hr	24.92	96.47	com24	39.99	 0.00
09Nov21 13:49:09	 0.00hr	24.92	96.47	com25	40.00	 0.00
09Nov21 13:49:09	 0.00hr	24.92	96.47	com26	40.01	 0.00
09Nov21 13:49:09	 0.00hr	24.92	96.47	com27	40.00	 0.00
09Nov21 13:49:09	 0.00hr	24.92	96.47	com28	 1.97	 0.00
09Nov21 13:49:11	 0.00hr	24.92	96.47	com23	40.00	 0.00
09Nov21 13:49:11	 0.00hr	24.92	96.47	com24	39.99	 0.00
09Nov21 13:49:11	 0.00hr	24.92	96.47	com25	40.00	 0.00
09Nov21 13:49:11	 0.00hr	24.92	96.47	com26	40.01	 0.00
