Time	Sim Time	Solar Alt	Panel Eff	Port	Voltage	Current
09Nov21 12:44:00	 0.00hr	24.96	96.46	com23	40.00	 0.00
09Nov21 12:44:00	 0.00hr	24.96	96.46	com24	39.99	 0.00
09Nov21 12:44:00	 0.00hr	24.96	96.46	com25	40.00	 0.00
09Nov21 12:44:00	 0.00hr	24.96	96.46	com26	40.01	 0.00
09Nov21 12:44:00	 0.00hr	24.96	96.46	com27	40.00	 0.00
09Nov21 12:44:00	 0.00hr	24.96	96.46	com28	 1.97	 0.00
09Nov21 12:44:03	 0.00hr	24.95	96.46	com23	40.00	 0.00
09Nov21 12:44:03	 0.00hr	24.95	96.46	com24	39.99	 0.00
09Nov21 12:44:03	 0.00hr	24.95	96.46	com25	40.00	 0.00
09Nov21 12:44:03	 0.00hr	24.95	96.46	com26	40.01	 0.00
09Nov21 12:44:03	 0.00hr	24.95	96.46	com27	40.00	 0.00
09Nov21 12:44:03	 0.00hr	24.95	96.46	com28	 1.97	 0.00
09Nov21 12:44:06	 0.00hr	24.94	96.47	com23	40.00	 0.00
09Nov21 12:44:06	 0.00hr	24.94	96.47	com24	39.99	 0.00
09Nov21 12:44:06	 0.00hr	24.94	96.47	com25	40.00	 0.00
09Nov21 12:44:06	 0.00hr	24.94	96.47	com26	40.01	 0.00
09Nov21 12:44:06	 0.00hr	24.94	96.47	com27	40.00	 0.00
09Nov21 12:44:06	 0.00hr	24.94	96.47	com28	 1.97	 0.00
09Nov21 12:44:09	 0.00hr	24.94	96.47	com23	40.00	 0.00
09Nov21 12:44:09	 0.00hr	24.94	96.47	com24	39.99	 0.00
09Nov21 12:44:09	 0.00hr	24.94	96.47	com25	40.00	 0.00
09Nov21 12:44:09	 0.00hr	24.94	96.47	com26	40.01	 0.00
09Nov21 12:44:09	 0.00hr	24.94	96.47	com27	40.00	 0.00
09Nov21 12:44:09	 0.00hr	24.94	96.47	com28	 1.97	 0.00
09Nov21 12:44:11	 0.00hr	24.93	96.47	com23	40.00	 0.00
09Nov21 12:44:11	 0.00hr	24.93	96.47	com24	39.99	 0.00
09Nov21 12:44:11	 0.00hr	24.93	96.47	com25	40.00	 0.00
09Nov21 12:44:11	 0.00hr	24.93	96.47	com26	40.01	 0.00
09Nov21 12:44:11	 0.00hr	24.93	96.47	com27	40.00	 0.00
09Nov21 12:44:11	 0.00hr	24.93	96.47	com28	 1.97	 0.00
09Nov21 12:44:14	 0.00hr	24.92	96.47	com23	40.00	 0.00
09Nov21 12:44:14	 0.00hr	24.92	96.47	com24	39.99	 0.00
09Nov21 12:44:14	 0.00hr	24.92	96.47	com25	40.00	 0.00
09Nov21 12:44:14	 0.00hr	24.92	96.47	com26	40.01	 0.00
09Nov21 12:44:14	 0.00hr	24.92	96.47	com27	40.00	 0.00
09Nov21 12:44:14	 0.00hr	24.92	96.47	com28	 1.97	 0.00
09Nov21 12:44:17	 0.00hr	24.92	96.47	com23	40.00	 0.00
09Nov21 12:44:17	 0.00hr	24.92	96.47	com24	39.99	 0.00
09Nov21 12:44:17	 0.00hr	24.92	96.47	com25	40.00	 0.00
09Nov21 12:44:17	 0.00hr	24.92	96.47	com26	40.01	 0.00
09Nov21 12:44:17	 0.00hr	24.92	96.47	com27	40.00	 0.00
09Nov21 12:44:17	 0.00hr	24.92	96.47	com28	 1.97	 0.00
09Nov21 12:44:20	 0.01hr	24.91	96.47	com23	40.00	 0.00
09Nov21 12:44:20	 0.01hr	24.91	96.47	com24	39.99	 0.00
09Nov21 12:44:20	 0.01hr	24.91	96.47	com25	40.00	 0.00
09Nov21 12:44:20	 0.01hr	24.91	96.47	com26	40.01	 0.00
09Nov21 12:44:20	 0.01hr	24.91	96.47	com27	40.00	 0.00
09Nov21 12:44:20	 0.01hr	24.91	96.47	com28	 1.97	 0.00
09Nov21 12:44:22	 0.01hr	24.90	96.47	com23	40.00	 0.00
09Nov21 12:44:22	 0.01hr	24.90	96.47	com24	39.99	 0.00
09Nov21 12:44:22	 0.01hr	24.90	96.47	com25	40.00	 0.00
09Nov21 12:44:22	 0.01hr	24.90	96.47	com26	40.01	 0.00
09Nov21 12:44:22	 0.01hr	24.90	96.47	com27	40.00	 0.00
09Nov21 12:44:22	 0.01hr	24.90	96.47	com28	 1.97	 0.00
09Nov21 12:44:25	 0.01hr	24.89	96.47	com23	40.00	 0.00
09Nov21 12:44:25	 0.01hr	24.89	96.47	com24	39.99	 0.00
09Nov21 12:44:25	 0.01hr	24.89	96.47	com25	40.00	 0.00
09Nov21 12:44:25	 0.01hr	24.89	96.47	com26	40.01	 0.00
09Nov21 12:44:25	 0.01hr	24.89	96.47	com27	40.00	 0.00
09Nov21 12:44:25	 0.01hr	24.89	96.47	com28	 1.97	 0.00
09Nov21 12:44:28	 0.01hr	24.89	96.47	com23	40.00	 0.00
09Nov21 12:44:28	 0.01hr	24.89	96.47	com24	39.99	 0.00
09Nov21 12:44:28	 0.01hr	24.89	96.47	com25	40.00	 0.00
09Nov21 12:44:28	 0.01hr	24.89	96.47	com26	40.01	 0.00
09Nov21 12:44:28	 0.01hr	24.89	96.47	com27	40.00	 0.00
09Nov21 12:44:28	 0.01hr	24.89	96.47	com28	 1.97	 0.00
09Nov21 12:44:31	 0.01hr	24.88	96.47	com23	40.00	 0.00
09Nov21 12:44:31	 0.01hr	24.88	96.47	com24	39.99	 0.00
09Nov21 12:44:31	 0.01hr	24.88	96.47	com25	40.00	 0.00
09Nov21 12:44:31	 0.01hr	24.88	96.47	com26	40.01	 0.00
09Nov21 12:44:31	 0.01hr	24.88	96.47	com27	40.00	 0.00
09Nov21 12:44:31	 0.01hr	24.88	96.47	com28	 1.97	 0.00
09Nov21 12:44:33	 0.01hr	24.87	96.47	com23	40.00	 0.00
09Nov21 12:44:33	 0.01hr	24.87	96.47	com24	39.99	 0.00
09Nov21 12:44:33	 0.01hr	24.87	96.47	com25	40.00	 0.00
09Nov21 12:44:33	 0.01hr	24.87	96.47	com26	40.01	 0.00
09Nov21 12:44:33	 0.01hr	24.87	96.47	com27	40.00	 0.00
09Nov21 12:44:33	 0.01hr	24.87	96.47	com28	 1.97	 0.00
09Nov21 12:44:36	 0.01hr	24.87	96.47	com23	40.00	 0.00
09Nov21 12:44:36	 0.01hr	24.87	96.47	com24	39.99	 0.00
09Nov21 12:44:36	 0.01hr	24.87	96.47	com25	40.00	 0.00
09Nov21 12:44:36	 0.01hr	24.87	96.47	com26	40.01	 0.00
09Nov21 12:44:36	 0.01hr	24.87	96.47	com27	40.00	 0.00
09Nov21 12:44:36	 0.01hr	24.87	96.47	com28	 1.97	 0.00
09Nov21 12:44:39	 0.01hr	24.86	96.47	com23	40.00	 0.00
09Nov21 12:44:39	 0.01hr	24.86	96.47	com24	39.99	 0.00
09Nov21 12:44:39	 0.01hr	24.86	96.47	com25	40.00	 0.00
09Nov21 12:44:39	 0.01hr	24.86	96.47	com26	40.01	 0.00
09Nov21 12:44:39	 0.01hr	24.86	96.47	com27	40.00	 0.00
09Nov21 12:44:39	 0.01hr	24.86	96.47	com28	 1.97	 0.00
09Nov21 12:44:42	 0.01hr	24.85	96.47	com23	40.00	 0.00
09Nov21 12:44:42	 0.01hr	24.85	96.47	com24	39.99	 0.00
09Nov21 12:44:42	 0.01hr	24.85	96.47	com25	40.00	 0.00
09Nov21 12:44:42	 0.01hr	24.85	96.47	com26	40.01	 0.00
